player_id,name,age,draft_round,draft_pick,height,weight,season,pred_season,completions,targets,receiving_yards,receiving_tds,adot,receiving_yac,firstdowns_per_tgt,carries,rushing_yards,rushing_tds,rushing_first_downs,tgt_sh,ay_sh,yac_sh,wopr_y,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fantasy_points_ppr,pred_fantasy_points,pct_increase,breakout
00-0024242,DeAngelo Williams,33,1,27,69,207,2016,,0.67,27,4.37,0.07,-0.74,4.89,0.22,98,3.50,0.04,0.20,0.09,-0.01,0.13909378292939936,0.12555452215746757,0.1,0.05504587155963303,0.06201550387596899,0.07650494159928123,0.062407906558849965,0.3818770226537217,0.12482230590817268,10.01,,,0
00-0024813,Pierre Thomas,23,8,32,71,215,2007,2008,0.94,18,8.39,0.06,-0.56,8.50,0.50,52,4.85,0.02,0.29,0.05,0.00,0.11643835616438356,0.06816858772848992,0.05555555555555555,0.06766917293233082,0.06622516556291391,0.05677163338453661,0.057501280081925246,0.3994708994708995,0.07877060409209422,7.92,13.71,0.73,1
00-0024813,Pierre Thomas,24,8,32,71,215,2008,2009,0.94,33,8.61,0.09,-0.27,8.88,0.45,129,4.84,0.07,0.33,0.06,0.00,0.14419291338582677,0.08977019449514927,0.10344827586206896,0.075,0.07860262008733625,0.0843453187258886,0.0728835444441804,0.5249537892791127,0.12867794973580451,13.71,12.16,-0.11,0
00-0024813,Pierre Thomas,25,8,32,71,215,2009,2010,0.87,45,6.71,0.04,-1.89,8.60,0.27,147,5.39,0.04,0.24,0.09,-0.02,0.21440443213296398,0.12285641314168685,0.07142857142857142,0.061855670103092786,0.06306306306306306,0.07318326834455866,0.074236086494151,0.6278586278586279,0.13414718256431477,12.16,14.67,0.21,0
00-0024813,Pierre Thomas,26,8,32,71,215,2010,2011,1.00,29,6.93,0.00,-1.86,8.79,0.31,83,3.24,0.02,0.23,0.12,-0.03,0.2954808806488992,0.15167897118361515,0,0.10112359550561797,0.08823529411764706,0.06105710814094775,0.0976913730255164,0.8137651821862348,0.15418579388162737,14.67,10.15,-0.31,0
00-0024813,Pierre Thomas,27,8,32,71,215,2011,2012,0.85,59,7.20,0.02,-0.73,7.93,0.31,110,5.11,0.05,0.25,0.09,-0.01,0.19148936170212766,0.12689006769233707,0.021739130434782608,0.06428571428571428,0.05828220858895705,0.049470836788690124,0.06610986060103463,0.6419939577039275,0.0919291536681091,10.15,8.91,-0.12,0
00-0024813,Pierre Thomas,28,8,32,71,215,2012,2013,0.74,53,6.68,0.02,-0.47,6.85,0.38,105,4.50,0.01,0.15,0.08,0.00,0.18068690890990544,0.122665398117311,0.02564102564102564,0.08032128514056225,0.07291666666666667,0.04976478332771382,0.06423903793972674,0.5636942675159236,0.08201749542984037,8.91,13.33,0.50,1
00-0024813,Pierre Thomas,29,8,32,71,215,2013,2014,0.92,84,6.11,0.04,-1.49,7.64,0.25,147,3.73,0.01,0.21,0.13,-0.02,0.26365503080082137,0.1743360912274178,0.07692307692307693,0.0860655737704918,0.08480565371024736,0.08815158108067833,0.09488868357523918,0.7880184331797235,0.12281247479809676,13.33,12.30,-0.08,0
00-0024813,Pierre Thomas,30,8,32,71,215,2014,2015,0.82,55,6.87,0.02,-0.98,7.71,0.35,45,4.93,0.04,0.29,0.12,-0.02,0.2583790371724558,0.16440768545925588,0.041666666666666664,0.10614525139664804,0.09852216748768473,0.07458759954493743,0.0943401592718999,0.8094218415417559,0.10317580149982383,12.30,5.95,-0.52,0
00-0024813,Pierre Thomas,31,8,32,71,215,2015,,0.82,11,7.64,0.00,1.73,5.73,0.36,15,4.27,0.00,0.20,0.09,0.02,0.12830957230142567,0.141650195550696,0,0.07547169811320754,0.0625,0.036395147313691506,0.058232235701906415,0.6511627906976745,0.057341107309786546,5.95,,,0
00-0025394,Adrian Peterson,22,1,7,73,220,2007,2008,0.90,21,12.76,0.05,-0.43,13.10,0.62,238,5.63,0.05,0.26,0.05,0.00,0.22339561332250202,0.07737350884409708,0.09090909090909091,0.10833333333333334,0.10687022900763359,0.09821045096635647,0.10259126700071583,0.6767676767676768,0.2561260803253686,17.99,15.36,-0.15,0
00-0025394,Adrian Peterson,23,1,7,73,220,2008,2009,1.00,21,5.95,0.00,0.05,5.90,0.19,364,4.83,0.03,0.22,0.05,0.00,0.08689558514365803,0.06989914277132096,0,0.02666666666666667,0.023255813953488372,0.019428038545228475,0.03108486167236556,0.27654867256637167,0.21581782727963778,15.36,17.86,0.16,0
00-0025394,Adrian Peterson,24,1,7,73,220,2009,2010,0.75,57,7.65,0.00,0.75,7.40,0.28,315,4.41,0.06,0.23,0.10,0.01,0.2003798670465337,0.16230062660508493,0,0.07272727272727272,0.06299212598425197,0.0495116965705201,0.07921871451283216,0.7870036101083032,0.19842984286084606,17.86,18.39,0.03,1
00-0025394,Adrian Peterson,25,1,7,73,220,2010,2011,0.72,50,6.82,0.02,0.56,6.60,0.34,283,4.59,0.04,0.25,0.11,0.01,0.21926910299003322,0.1643804392012411,0.07692307692307693,0.11486486486486487,0.11180124223602485,0.09284750337381917,0.10240215924426452,0.722457627118644,0.2567228063645669,18.39,17.24,-0.06,0
00-0025394,Adrian Peterson,26,1,7,73,220,2011,2012,0.78,23,6.04,0.04,-0.13,5.57,0.22,208,4.66,0.06,0.24,0.07,0.00,0.13445378151260504,0.09752062716451551,0.07692307692307693,0.04424778761061947,0.047619047619047616,0.0693092970057018,0.06474102905527673,0.396011396011396,0.23296401387199928,17.24,20.44,0.19,1
00-0025394,Adrian Peterson,27,1,7,73,220,2012,2013,0.78,51,4.25,0.02,1.82,3.65,0.20,348,6.03,0.03,0.24,0.11,0.03,0.115527950310559,0.18063389699545307,0.05555555555555555,0.06134969325153374,0.06077348066298342,0.06474540980503501,0.0702593223547227,0.4492753623188406,0.28421827701873514,20.44,16.62,-0.19,0
00-0025394,Adrian Peterson,28,1,7,73,220,2013,2014,0.73,40,4.28,0.03,0.35,3.93,0.28,279,4.54,0.04,0.21,0.08,0.00,0.11595273264401773,0.12819604357855424,0.06666666666666667,0.07482993197278912,0.07407407407407407,0.061147256560399044,0.057835610496638476,0.3577405857740586,0.2085947864749543,16.62,11.30,-0.32,0
00-0025394,Adrian Peterson,29,1,7,73,220,2014,2015,0.67,3,6.00,0.00,-2.33,6.67,0.33,21,3.57,0.00,0.14,0.12,-0.06,0.19801980198019803,0.13333333333333333,0,0.1,0.08333333333333333,0.052941176470588235,0.08470588235294119,0.72,0.13247362250879252,11.30,15.34,0.36,1
00-0025394,Adrian Peterson,30,1,7,73,220,2015,2016,0.83,36,6.17,0.00,-0.31,7.19,0.22,327,4.54,0.03,0.22,0.08,0.00,0.14325221238938052,0.11625406644404696,0,0.05228758169934641,0.04790419161676647,0.034195933456561925,0.054713493530499084,0.4889867841409692,0.2162516382699869,15.34,3.00,-0.80,0
00-0025394,Adrian Peterson,31,1,7,73,220,2016,2017,0.50,6,1.33,0.00,0.33,1.83,0.00,37,1.95,0.00,0.08,0.06,0.00,0.031791907514450865,0.0867639646746872,0,0,0,0.004920049200492005,0.007872078720787209,0.07547169811320754,0.04230913877397518,3.00,7.89,1.63,1
00-0025394,Adrian Peterson,32,1,7,73,220,2017,2018,0.58,19,3.68,0.00,1.84,2.89,0.16,156,3.39,0.01,0.13,0.05,0.01,0.05314009661835749,0.0893343897852033,0,0.022727272727272728,0.019867549668874173,0.013576415826221877,0.021722265321955005,0.19718309859154928,0.0907188520443361,7.89,11.81,0.50,1
00-0025394,Adrian Peterson,33,1,7,73,220,2018,2019,0.77,26,8.00,0.04,0.35,7.73,0.35,251,4.15,0.03,0.19,0.05,0.00,0.13267326732673268,0.078337154110399,0.0625,0.057692307692307696,0.05813953488372093,0.06288979312442958,0.06312366899908732,0.4086444007858546,0.16426497940169305,11.81,9.80,-0.17,0
00-0025394,Adrian Peterson,34,1,7,73,220,2019,2020,0.74,23,6.17,0.00,-1.87,7.00,0.30,211,4.26,0.02,0.19,0.05,-0.01,0.12697160883280756,0.06893327092110052,0,0.050359712230215826,0.045454545454545456,0.025132743362831857,0.040212389380530976,0.3264367816091954,0.14833501513622604,9.80,7.78,-0.21,0
00-0025394,Adrian Peterson,35,1,7,73,220,2020,2021,0.67,18,5.61,0.00,-0.33,5.72,0.22,156,3.87,0.04,0.22,0.03,0.00,0.054583995760466346,0.04542809066204153,0,0.01818181818181818,0.016194331983805668,0.011485103479645212,0.01837616556743234,0.17353951890034364,0.08369860435098286,7.78,6.65,-0.15,0
00-0025394,Adrian Peterson,36,1,7,73,220,2021,,1.00,4,2.00,0.00,-1.50,3.50,0.00,38,2.58,0.05,0.16,0.03,-0.01,0.031746031746031744,0.03685708552871146,0,0,0,0.004395604395604396,0.007032967032967033,0.055944055944055944,0.07897862232779097,6.65,,,0
00-0025399,Marshawn Lynch,21,1,12,71,215,2007,2008,0.95,19,9.68,0.00,-0.68,10.37,0.53,280,3.98,0.03,0.18,0.06,0.00,0.19466403162055335,0.07919524792260403,0,0.09174311926605505,0.08403361344537816,0.04179918218991367,0.06687869150386187,0.5364431486880467,0.24649084955707284,14.94,15.58,0.04,0
00-0025399,Marshawn Lynch,22,1,12,71,215,2008,2009,0.94,50,6.00,0.02,-0.40,6.46,0.28,251,4.17,0.03,0.22,0.11,-0.01,0.24176646706586827,0.16044905415141686,0.07142857142857142,0.08641975308641975,0.08522727272727272,0.08297326492033485,0.08990008101539293,0.6607929515418502,0.21178837474851828,15.58,7.76,-0.50,0
00-0025399,Marshawn Lynch,23,1,12,71,215,2009,2010,0.76,37,4.84,0.00,-0.19,5.38,0.16,120,3.75,0.02,0.15,0.11,0.00,0.18546132339235788,0.15706294183873204,0,0.061224489795918366,0.05454545454545454,0.04132040627885503,0.06611265004616805,0.5128939828080229,0.13282607550945186,7.76,7.68,-0.01,0
00-0025399,Marshawn Lynch,24,1,12,71,215,2010,2011,0.85,26,5.58,0.00,0.12,5.46,0.19,202,3.65,0.03,0.19,0.05,0.00,0.09759450171821306,0.07498213772213176,0,0.03355704697986577,0.03048780487804878,0.02190332326283988,0.03504531722054381,0.2767175572519084,0.12348105789849892,7.68,16.24,1.11,1
00-0025399,Marshawn Lynch,25,1,12,71,215,2011,2012,0.68,41,5.17,0.02,0.17,5.27,0.20,285,4.22,0.04,0.22,0.09,0.00,0.15200562983814214,0.12967895344414884,0.06666666666666667,0.05405405405405406,0.05521472392638037,0.06500348570859477,0.06400557713375161,0.44258872651356995,0.21588471968663037,16.24,14.98,-0.08,0
00-0025399,Marshawn Lynch,26,1,12,71,215,2012,2013,0.77,30,6.53,0.03,0.10,6.63,0.37,315,5.05,0.03,0.22,0.07,0.00,0.15656963021243114,0.11170166229221347,0.037037037037037035,0.0718954248366013,0.06666666666666667,0.04882154882154882,0.055892255892255896,0.4839506172839506,0.20337039663262074,14.98,14.49,-0.03,0
00-0025399,Marshawn Lynch,27,1,12,71,215,2013,2014,0.82,44,7.18,0.05,1.18,6.45,0.27,301,4.18,0.04,0.23,0.10,0.01,0.1872116018457482,0.16755587341319506,0.07407407407407407,0.075,0.0748663101604278,0.08207694581696862,0.08687866886270537,0.7523809523809524,0.21227215248434753,14.49,15.91,0.10,0
00-0025399,Marshawn Lynch,28,1,12,71,215,2014,2015,0.77,48,7.65,0.08,-0.29,8.42,0.33,280,4.66,0.05,0.23,0.11,0.00,0.21477937267410951,0.155575503524822,0.2,0.1,0.1111111111111111,0.1525486827033219,0.12407789232531502,0.8083700440528634,0.22292195150728572,15.91,10.34,-0.35,0
00-0025399,Marshawn Lynch,29,1,12,71,215,2015,,0.62,21,3.81,0.00,0.14,4.14,0.24,111,3.76,0.03,0.26,0.10,0.00,0.1288888888888889,0.14643652942991325,0,0.07042253521126761,0.06329113924050633,0.024721878862793572,0.03955500618046972,0.3686635944700461,0.14693863046800043,10.34,,,0
00-0025399,Marshawn Lynch,31,1,12,71,215,2017,2018,0.65,31,4.87,0.00,0.48,5.29,0.19,207,4.30,0.03,0.21,0.06,0.00,0.10628645495787427,0.09412568231663845,0,0.037267080745341616,0.03278688524590164,0.021896751740139213,0.03503480278422274,0.2966601178781925,0.13675128256379507,10.95,13.17,0.20,0
00-0025399,Marshawn Lynch,32,1,12,71,215,2018,2019,0.75,20,4.20,0.00,-0.30,4.50,0.30,90,4.18,0.03,0.22,0.09,0.00,0.09036144578313253,0.1253750831167261,0,0.07317073170731707,0.06741573033707865,0.023555804823331465,0.03768928771733035,0.3605150214592275,0.1457241939054084,13.17,3.13,-0.76,0
00-0025399,Marshawn Lynch,33,1,12,71,215,2019,,0,0,0,0,0,0,0,12,2.83,0.08,0.17,0.00,0.00,0,0,0,0,0,0,0,0,0.09779442363712026,3.13,,,0
00-0025637,Ahmad Bradshaw,21,7,40,70,217,2007,2008,1.00,2,6.00,0.00,4.00,2.00,0.50,23,8.26,0.04,0.26,0.01,0.00,0.010582010582010581,0.020063167393593023,0,0.01818181818181818,0.01694915254237288,0.005958291956305859,0.009533267130089375,0.06557377049180328,0.08094609334634595,3.53,5.15,0.46,1
00-0025637,Ahmad Bradshaw,22,7,40,70,217,2008,2009,1.00,5,8.40,0.20,-2.80,11.20,0.40,67,5.30,0.01,0.19,0.01,0.00,0.06804374240583232,0.018745783278728306,0.05263157894736842,0.017241379310344827,0.022222222222222223,0.03562430011198208,0.02541993281075028,0.1253731343283582,0.05987707774515809,5.15,10.50,1.04,1
00-0025637,Ahmad Bradshaw,23,7,40,70,217,2009,2010,0.70,30,6.90,0.00,-1.70,8.83,0.20,163,4.77,0.04,0.28,0.06,-0.01,0.14870931537598203,0.08052411582719401,0,0.03296703296703297,0.02857142857142857,0.02577191235059761,0.04123505976095618,0.4123505976095618,0.11460880195599021,10.50,14.99,0.43,1
00-0025637,Ahmad Bradshaw,24,7,40,70,217,2010,2011,0.81,58,5.41,0.00,-0.97,6.31,0.31,276,4.47,0.03,0.22,0.11,-0.01,0.2271880819366853,0.15241945062191042,0,0.09375,0.08071748878923767,0.039230384807596205,0.06276861569215393,0.5825602968460112,0.16530235378424563,14.99,12.04,-0.20,0
00-0025637,Ahmad Bradshaw,25,7,40,70,217,2011,2012,0.77,44,6.07,0.05,-1.45,6.77,0.23,171,3.85,0.05,0.25,0.10,-0.02,0.185785536159601,0.14209299806097428,0.09090909090909091,0.06369426751592357,0.0670391061452514,0.08151613378517755,0.07588035951082953,0.6238317757009346,0.16344472920450107,12.04,12.79,0.06,0
00-0025637,Ahmad Bradshaw,26,7,40,70,217,2012,2013,0.74,31,7.90,0.00,-1.23,8.81,0.23,221,4.59,0.03,0.25,0.06,-0.01,0.2226753670473083,0.09097881984961109,0,0.041916167664670656,0.036458333333333336,0.0348605577689243,0.055776892430278883,0.5136268343815513,0.1425204624351094,12.79,13.93,0.09,0
00-0025637,Ahmad Bradshaw,27,7,40,70,217,2013,2014,0.88,8,5.25,0.00,-0.13,4.88,0.25,41,4.54,0.05,0.27,0.09,0.00,0.12956810631229235,0.12946036117142404,0,0.0625,0.05714285714285714,0.031914893617021274,0.05106382978723404,0.45652173913043476,0.16423070878516424,13.93,15.45,0.11,0
00-0025637,Ahmad Bradshaw,28,7,40,70,217,2014,2015,0.81,47,6.38,0.13,-0.38,7.09,0.43,90,4.72,0.02,0.20,0.11,0.00,0.22023809523809523,0.15783355036271393,0.21428571428571427,0.11428571428571428,0.12807881773399016,0.1511569416498994,0.11327967806841047,0.6880733944954128,0.13523922900509444,15.45,7.15,-0.54,0
00-0025637,Ahmad Bradshaw,29,7,40,70,217,2015,,0.71,14,4.57,0.21,0.79,3.86,0.36,31,2.74,0.00,0.16,0.06,0.01,0.08269525267993874,0.08773000377243911,0.21428571428571427,0.06097560975609756,0.08333333333333333,0.12646652864044167,0.07377501725327812,0.2549800796812749,0.07619352088661552,7.15,,,0
00-0026019,Danny Woodhead,24,8,32,68,204,2009,2010,0.57,14,6.21,0.00,4.14,3.29,0.29,15,4.27,0.00,0.13,0.10,0.05,0.11645569620253164,0.18611565739225314,0,0.08333333333333333,0.0784313725490196,0.04588607594936709,0.07341772151898734,0.6170212765957447,0.050280788820686956,4.62,10.71,1.32,1
00-0026019,Danny Woodhead,25,8,32,68,204,2010,2011,0.77,44,8.61,0.02,2.00,7.11,0.34,97,5.64,0.05,0.24,0.10,0.03,0.19550281074328546,0.17205769790532455,0.03125,0.0872093023255814,0.0784313725490196,0.06952147326507395,0.09248435722411832,0.8692660550458715,0.11483404121440931,10.71,4.64,-0.57,0
00-0026019,Danny Woodhead,26,8,32,68,204,2011,2012,0.58,31,5.06,0.00,3.29,4.13,0.26,77,4.56,0.01,0.23,0.06,0.02,0.05481798715203426,0.1039771477056023,0,0.03389830508474576,0.029411764705882353,0.01656817222456733,0.02650907555930773,0.28860294117647056,0.048882768203868436,4.64,9.79,1.11,1
00-0026019,Danny Woodhead,27,8,32,68,204,2012,2013,0.73,55,8.11,0.05,3.00,6.75,0.40,76,3.96,0.05,0.25,0.09,0.03,0.17870905587668592,0.16132464706115718,0.09375,0.09322033898305085,0.09328358208955224,0.09628780744515844,0.09781049191225351,0.735973597359736,0.0949282737229815,9.79,13.14,0.34,1
00-0026019,Danny Woodhead,28,8,32,68,204,2013,2014,0.87,87,6.95,0.07,2.02,5.24,0.34,106,4.05,0.02,0.25,0.16,0.04,0.2207163601161665,0.2732704550525758,0.1875,0.13043478260869565,0.13740458015267176,0.16130247878517195,0.14558396605627513,1.1121323529411764,0.14464977143523133,13.14,4.07,-0.69,0
00-0026019,Danny Woodhead,29,8,32,68,204,2014,2015,0.83,6,5.67,0.00,1.50,5.50,0.67,15,2.53,0.00,0.13,0.06,0.01,0.07913669064748201,0.10107935343585443,0,0.10810810810810811,0.09302325581395349,0.021850899742930592,0.03496143958868895,0.3469387755102041,0.046296296296296294,4.07,15.19,2.73,1
00-0026019,Danny Woodhead,30,8,32,68,204,2015,2016,0.75,106,7.12,0.06,0.75,6.73,0.37,98,3.43,0.03,0.21,0.16,0.02,0.2719298245614035,0.25144405887176297,0.2,0.16956521739130434,0.17307692307692307,0.17775489186405768,0.1644078269824923,1.1319340329835081,0.15729537366548044,15.19,13.55,-0.11,0
00-0026019,Danny Woodhead,31,8,32,68,204,2016,2017,0.75,8,4.38,0.13,1.75,3.88,0.25,19,6.11,0.00,0.32,0.13,0.03,0.13304721030042918,0.2232615958355994,0.2,0.09090909090909091,0.1111111111111111,0.13779697624190065,0.10047516198704104,0.5737704918032787,0.13328742868384813,13.55,7.33,-0.46,0
00-0026019,Danny Woodhead,32,8,32,68,204,2017,,0.85,39,5.13,0.00,2.77,3.03,0.23,14,4.00,0.00,0.14,0.14,0.06,0.14303030303030304,0.2584331220618846,0,0.1111111111111111,0.09782608695652174,0.05770340450086555,0.09232544720138489,0.7246376811594203,0.08641538370789831,7.33,,,0
00-0026069,Mike Tolbert,23,8,32,69,250,2008,2009,1.00,13,13.15,0.08,1.31,11.85,0.54,13,2.85,0.00,0.31,0.05,0.01,0.17401129943502824,0.0873283547834684,0.05555555555555555,0.06862745098039216,0.06666666666666667,0.06761934348141244,0.07485761623692658,0.7154811715481172,0.05390470514938917,6.63,15.00,1.26,0
00-0026069,Mike Tolbert,24,8,32,69,250,2009,2010,0.77,22,8.73,0.14,0.64,8.45,0.41,25,5.92,0.04,0.40,0.06,0.00,0.12077922077922078,0.09339532507827797,0.15,0.05454545454545454,0.06486486486486487,0.10361400894187779,0.07578241430700447,0.5245901639344263,0.06684491978609626,15.00,12.14,-0.19,0
00-0026069,Mike Tolbert,25,8,32,69,250,2010,2011,0.86,29,7.45,0.00,0.83,6.62,0.28,182,4.04,0.06,0.23,0.06,0.01,0.09060877772534215,0.0903399707780757,0,0.036036036036036036,0.031746031746031744,0.024362734040153395,0.03898037446424543,0.4260355029585799,0.12411226673573152,12.14,13.62,0.12,0
00-0026069,Mike Tolbert,26,8,32,69,250,2011,2012,0.68,79,5.48,0.03,0.85,5.46,0.29,121,4.05,0.07,0.21,0.15,0.01,0.23411189570885388,0.23035399538848808,0.07407407407407407,0.10599078341013825,0.10245901639344263,0.08791835313574445,0.09622492057274667,0.800369685767098,0.14287712427442478,13.62,7.61,-0.44,0
00-0026069,Mike Tolbert,27,8,32,69,250,2012,2013,0.69,39,6.87,0.00,0.67,7.08,0.33,54,3.39,0.13,0.44,0.08,0.01,0.15807560137457044,0.123947158872317,0,0.07602339181286549,0.06842105263157895,0.034122740005092946,0.054596384008148716,0.5469387755102041,0.08639488748220613,7.61,7.26,-0.05,0
00-0026069,Mike Tolbert,28,8,32,69,250,2013,2014,0.84,32,5.75,0.06,-0.13,6.00,0.31,101,3.57,0.05,0.31,0.07,0.00,0.11903285802851829,0.10072484228569263,0.08333333333333333,0.05917159763313609,0.06217616580310881,0.06889365690046365,0.06022985104074184,0.3890063424947146,0.09804232888239683,7.26,2.91,-0.60,0
00-0026069,Mike Tolbert,29,8,32,69,250,2014,2015,0.71,17,5.47,0.00,0.00,5.88,0.24,37,2.11,0.00,0.11,0.06,0.00,0.1404494382022472,0.09659090909090909,0,0.04040404040404041,0.036036036036036036,0.02509444144630329,0.04015110631408527,0.3522727272727273,0.0420751279604407,2.91,4.61,0.58,1
00-0026069,Mike Tolbert,30,8,32,69,250,2015,2016,0.78,23,6.70,0.13,1.13,5.91,0.35,62,4.13,0.02,0.29,0.05,0.01,0.09103078982597054,0.07287771946454581,0.08571428571428572,0.04060913705583756,0.04741379310344827,0.06273837187857327,0.04895282357714581,0.3073852295409182,0.05546571149810882,4.61,2.47,-0.46,0
00-0026069,Mike Tolbert,31,8,32,69,250,2016,2017,0.67,15,4.80,0.07,-0.27,5.53,0.27,35,3.26,0.00,0.14,0.03,0.00,0.058865248226950356,0.0413854579802689,0.05,0.021621621621621623,0.024390243902439025,0.034468700683850606,0.02514992109416097,0.13432835820895522,0.02778937899572718,2.47,3.88,0.57,1
00-0026069,Mike Tolbert,32,8,32,69,250,2017,,0.82,17,4.59,0.00,2.41,2.82,0.12,66,3.74,0.02,0.14,0.05,0.01,0.04747774480712166,0.08521559344380188,0,0.017241379310344827,0.015503875968992248,0.016666666666666666,0.02666666666666667,0.22608695652173913,0.059502768940732885,3.88,,,0
00-0026144,Darren McFadden,21,1,4,73,222,2008,2009,1.00,29,9.83,0.00,-0.14,9.97,0.48,113,4.42,0.04,0.21,0.09,0.00,0.289,0.1288615654340354,0,0.1320754716981132,0.11864406779661017,0.0638154948499776,0.10210479175996418,0.8507462686567164,0.15382420769834287,9.95,6.76,-0.32,0
00-0026144,Darren McFadden,22,1,4,73,222,2009,2010,0.58,36,6.81,0.00,3.89,5.17,0.28,104,3.42,0.01,0.13,0.09,0.04,0.20283533260632497,0.16630468144433405,0,0.09259259259259259,0.08547008547008547,0.05363397548161121,0.08581436077057794,0.625,0.11163725463205132,6.76,20.57,2.04,1
00-0026144,Darren McFadden,23,1,4,73,222,2010,2011,0.77,61,8.31,0.05,0.02,8.49,0.34,223,5.19,0.03,0.20,0.15,0.00,0.336582196231319,0.21859465697560074,0.1875,0.15328467153284672,0.1568627450980392,0.17672872340425533,0.1702659574468085,1.2100238663484486,0.2415319302682685,20.57,17.69,-0.14,0
00-0026144,Darren McFadden,24,1,4,73,222,2011,2012,0.83,23,6.70,0.04,0.00,6.74,0.30,113,5.43,0.04,0.20,0.11,0.00,0.2574750830564784,0.16046511627906976,0.14285714285714285,0.10144927536231885,0.10526315789473684,0.12338538654328127,0.11170233275496433,0.7162790697674418,0.22387789793482588,17.69,12.71,-0.28,0
00-0026144,Darren McFadden,25,1,4,73,222,2012,2013,0.68,62,4.16,0.02,0.94,4.19,0.18,216,3.27,0.01,0.15,0.14,0.02,0.17252820172528202,0.21645695089937356,0.058823529411764705,0.07746478873239436,0.07547169811320754,0.07082428477008781,0.07802473798508167,0.567032967032967,0.15553289138194798,12.71,9.83,-0.23,0
00-0026144,Darren McFadden,26,1,4,73,222,2013,2014,0.68,25,4.32,0.00,0.96,5.00,0.12,114,3.32,0.04,0.14,0.08,0.01,0.11301989150090416,0.12113793138606582,0,0.02830188679245283,0.02654867256637168,0.02418271383788625,0.03869234214061801,0.3282674772036474,0.1322271822728984,9.83,7.54,-0.23,0
